session	phase	dec_in_phase	group_nb	group_id	session_ind	ind_id	ind_partner	first_offer	ind_ind	ind_g	group_dec	ind_ind_norm	ind_g_norm	group_dec_norm	absdiff_group_ind	ind_g_is_1st	ind_g_is_2nd	ind_g_is_3rd	ind_g_is_4th	ind_g_is_5th	pr_ind_g_norm	pr_group_dec_norm	pr_diff_group_ind	pr_i_was_1st	pr_i_was_2nd	pr_i_was_3rd	pr_i_was_4th	pr_i_was_5th	pr_i_was_1st_x_pr_diff_group_ind	pr_i_was_2nd_x_pr_diff_group_ind	pr_i_was_3rd_x_pr_diff_group_ind	pr_i_was_4th_x_pr_diff_group_ind	pr_i_was_5th_x_pr_diff_group_ind
5	3	1	1	531	6	506		8		2	2		-6	-6	0	0	0	1	0	0	-4	-5	-1	0	0	1	0	0	0	0	-1	0	0
5	3	1	1	531	9	509		8		7	2		-1	-6	5	0	0	0	0	1	0	-5	-5	0	0	0	0	1	0	0	0	0	-5
5	3	1	1	531	12	512		8		0	2		-8	-6	2	0.5	0.5	0	0	0	-8	-8	0	1	1	1	0	0	0	0	0	0	0
5	3	1	1	531	15	515		8		4	2		-4	-6	2	0	0	0	1	0	-3	-8	-5	0	0	0	1	0	0	0	0	-5	0
5	3	1	2	532	2	502		5		0	0		-5	-5	0	0.2	0.2	0.2	0.2	0.2	-5	-5	0	1	1	0	0	0	0	0	0	0	0
5	3	1	2	532	5	505		5		0	0		-5	-5	0	0.2	0.2	0.2	0.2	0.2	-5	-5	0	1	1	0	0	0	0	0	0	0	0
5	3	1	2	532	8	508		5		0	0		-5	-5	0	0.2	0.2	0.2	0.2	0.2	-8	-8	0	1	1	1	0	0	0	0	0	0	0
5	3	1	2	532	11	511		5		0	0		-5	-5	0	0.2	0.2	0.2	0.2	0.2	-10	-10	0	1	1	1	1	1	0	0	0	0	0
5	3	1	2	532	14	514		5		0	0		-5	-5	0	0.2	0.2	0.2	0.2	0.2	-10	-10	0	1	1	1	1	1	0	0	0	0	0
5	3	1	3	533	1	501		7		7	0		0	-7	7	0	0	0	0	1	-1	-8	-7	0	0	0	0	1	0	0	0	0	-7
5	3	1	3	533	4	504		7		0	0		-7	-7	0	0.3333333	0.3333333	0.3333333	0	0	-8	-8	0	1	1	1	0	0	0	0	0	0	0
5	3	1	3	533	7	507		7		1	0		-6	-7	1	0	0	0	1	0	-10	-10	0	1	1	1	1	1	0	0	0	0	0
5	3	1	3	533	10	510		7		0	0		-7	-7	0	0.3333333	0.3333333	0.3333333	0	0	-10	-10	0	1	1	1	1	1	0	0	0	0	0
5	3	1	3	533	13	513		7		0	0		-7	-7	0	0.3333333	0.3333333	0.3333333	0	0	-3	-5	-2	0	0	0	1	0	0	0	0	-2	0
5	3	2	1	531	3	503		5		0	2		-5	-3	2	0.3333333	0.3333333	0.3333333	0	0	-8	-6	2	1	1	0	0	0	2	2	0	0	0
5	3	2	1	531	6	506		5		2	2		-3	-3	0	0	0	0	0.5	0.5	-6	-6	0	0	0	1	0	0	0	0	0	0	0
5	3	2	1	531	9	509		5		0	2		-5	-3	2	0.3333333	0.3333333	0.3333333	0	0	-1	-6	-5	0	0	0	0	1	0	0	0	0	-5
5	3	2	1	531	12	512		5		0	2		-5	-3	2	0.3333333	0.3333333	0.3333333	0	0	-8	-6	2	1	1	0	0	0	2	2	0	0	0
5	3	2	1	531	15	515		5		2	2		-3	-3	0	0	0	0	0.5	0.5	-4	-6	-2	0	0	0	1	0	0	0	0	-2	0
5	3	2	2	532	2	502		7		0	0		-7	-7	0	0.2	0.2	0.2	0.2	0.2	-5	-5	0	1	1	1	1	1	0	0	0	0	0
5	3	2	2	532	5	505		7		0	0		-7	-7	0	0.2	0.2	0.2	0.2	0.2	-5	-5	0	1	1	1	1	1	0	0	0	0	0
5	3	2	2	532	8	508		7		0	0		-7	-7	0	0.2	0.2	0.2	0.2	0.2	-5	-5	0	1	1	1	1	1	0	0	0	0	0
5	3	2	2	532	11	511		7		0	0		-7	-7	0	0.2	0.2	0.2	0.2	0.2	-5	-5	0	1	1	1	1	1	0	0	0	0	0
5	3	2	2	532	14	514		7		0	0		-7	-7	0	0.2	0.2	0.2	0.2	0.2	-5	-5	0	1	1	1	1	1	0	0	0	0	0
5	3	2	3	533	1	501		9		0	0		-9	-9	0	0.2	0.2	0.2	0.2	0.2	0	-7	-7	0	0	0	0	1	0	0	0	0	-7
5	3	2	3	533	4	504		9		0	0		-9	-9	0	0.2	0.2	0.2	0.2	0.2	-7	-7	0	1	1	1	0	0	0	0	0	0	0
5	3	2	3	533	7	507		9		0	0		-9	-9	0	0.2	0.2	0.2	0.2	0.2	-6	-7	-1	0	0	0	1	0	0	0	0	-1	0
5	3	2	3	533	10	510		9		0	0		-9	-9	0	0.2	0.2	0.2	0.2	0.2	-7	-7	0	1	1	1	0	0	0	0	0	0	0
5	3	2	3	533	13	513		9		0	0		-9	-9	0	0.2	0.2	0.2	0.2	0.2	-7	-7	0	1	1	1	0	0	0	0	0	0	0
6	1	1	1	611	1	601		0		0	0		0	0	0	0.2	0.2	0.2	0.2	0.2				1	1	1	1	1					
6	1	1	1	611	2	602		0		0	0		0	0	0	0.2	0.2	0.2	0.2	0.2				1	1	1	1	1					
6	1	1	1	611	3	603		0		0	0		0	0	0	0.2	0.2	0.2	0.2	0.2				1	1	1	1	1					
6	1	1	1	611	4	604		0		0	0		0	0	0	0.2	0.2	0.2	0.2	0.2				1	1	1	1	1					
6	1	1	1	611	5	605		0		0	0		0	0	0	0.2	0.2	0.2	0.2	0.2				1	1	1	1	1					
6	1	1	2	612	6	606		5		10	4		5	-1	6	0	0	0	0.5	0.5				1	1	1	1	1					
6	1	1	2	612	7	607		5		5	4		0	-1	1	0	0	1	0	0				1	1	1	1	1					
6	1	1	2	612	8	608		5		10	4		5	-1	6	0	0	0	0.5	0.5				1	1	1	1	1					
6	1	1	2	612	9	609		5		1	4		-4	-1	3	1	0	0	0	0				1	1	1	1	1					
6	1	1	2	612	10	610		5		4	4		-1	-1	0	0	1	0	0	0				1	1	1	1	1					
6	1	1	3	613	11	611		7		7	8		0	1	1	0	0	1	0	0				1	1	1	1	1					
6	1	1	3	613	12	612		7		4	8		-3	1	4	0	1	0	0	0				1	1	1	1	1					
6	1	1	3	613	13	613		7		2	8		-5	1	6	1	0	0	0	0				1	1	1	1	1					
6	1	1	3	613	14	614		7		9	8		2	1	1	0	0	0	1	0				1	1	1	1	1					
6	1	1	3	613	15	615		7		10	8		3	1	2	0	0	0	0	1				1	1	1	1	1					
6	1	2	1	611	1	601		6		5	0		-1	-6	5	0	0	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0
6	1	2	1	611	2	602		6		3	0		-3	-6	3	0	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0
6	1	2	1	611	3	603		6		0	0		-6	-6	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0
6	1	2	1	611	4	604		6		6	0		0	-6	6	0	0	0	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0
6	1	2	1	611	5	605		6		10	0		4	-6	10	0	0	0	0	1	0	0	0	1	1	1	1	1	0	0	0	0	0
6	1	2	2	612	6	606		5		10	10		5	5	0	0	0	0	0.5	0.5	5	-1	-6	0	0	0	1	1	0	0	0	-6	-6
6	1	2	2	612	7	607		5		6	10		1	5	4	0	0	1	0	0	0	-1	-1	0	0	1	0	0	0	0	-1	0	0
6	1	2	2	612	8	608		5		10	10		5	5	0	0	0	0	0.5	0.5	5	-1	-6	0	0	0	1	1	0	0	0	-6	-6
6	1	2	2	612	9	609		5		3	10		-2	5	7	1	0	0	0	0	-4	-1	3	1	0	0	0	0	3	0	0	0	0
6	1	2	2	612	10	610		5		4	10		-1	5	6	0	1	0	0	0	-1	-1	0	0	1	0	0	0	0	0	0	0	0
6	1	2	3	613	11	611		0		0	0		0	0	0	0.2	0.2	0.2	0.2	0.2	0	1	1	0	0	1	0	0	0	0	1	0	0
6	1	2	3	613	12	612		0		0	0		0	0	0	0.2	0.2	0.2	0.2	0.2	-3	1	4	0	1	0	0	0	0	4	0	0	0
6	1	2	3	613	13	613		0		0	0		0	0	0	0.2	0.2	0.2	0.2	0.2	-5	1	6	1	0	0	0	0	6	0	0	0	0
6	1	2	3	613	14	614		0		0	0		0	0	0	0.2	0.2	0.2	0.2	0.2	2	1	-1	0	0	0	1	0	0	0	0	-1	0
6	1	2	3	613	15	615		0		0	0		0	0	0	0.2	0.2	0.2	0.2	0.2	3	1	-2	0	0	0	0	1	0	0	0	0	-2
6	2	1	1	621	3	603		6		0	3		-6	-3	3	0.5	0.5	0	0	0	-6	-6	0	1	0	0	0	0	0	0	0	0	0
6	2	1	1	621	7	607		6		10	3		4	-3	7	0	0	0	0	1	1	5	4	0	0	1	0	0	0	0	4	0	0
6	2	1	1	621	10	610		6		5	3		-1	-3	2	0	0	0	1	0	-1	5	6	0	1	0	0	0	0	6	0	0	0
6	2	1	1	621	11	611		6		2	3		-4	-3	1	0	0	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0
6	2	1	1	621	14	614		6		0	3		-6	-3	3	0.5	0.5	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0
6	2	1	2	622	1	601		0		0	0		0	0	0	0.25	0.25	0.25	0.25	0	-1	-6	-5	0	0	1	0	0	0	0	-5	0	0
6	2	1	2	622	4	604		0		0	0		0	0	0	0.25	0.25	0.25	0.25	0	0	-6	-6	0	0	0	1	0	0	0	0	-6	0
6	2	1	2	622	8	608		0		5	0		5	0	5	0	0	0	0	1	5	5	0	0	0	0	1	1	0	0	0	0	0
6	2	1	2	622	12	612		0		0	0		0	0	0	0.25	0.25	0.25	0.25	0	0	0	0	1	1	1	1	1	0	0	0	0	0
6	2	1	2	622	15	615		0		0	0		0	0	0	0.25	0.25	0.25	0.25	0	0	0	0	1	1	1	1	1	0	0	0	0	0
6	2	1	3	623	2	602		0		0	0		0	0	0	0.2	0.2	0.2	0.2	0.2	-3	-6	-3	0	1	0	0	0	0	-3	0	0	0
6	2	1	3	623	5	605		0		0	0		0	0	0	0.2	0.2	0.2	0.2	0.2	4	-6	-10	0	0	0	0	1	0	0	0	0	-10
6	2	1	3	623	6	606		0		0	0		0	0	0	0.2	0.2	0.2	0.2	0.2	5	5	0	0	0	0	1	1	0	0	0	0	0
6	2	1	3	623	9	609		0		0	0		0	0	0	0.2	0.2	0.2	0.2	0.2	-2	5	7	1	0	0	0	0	7	0	0	0	0
6	2	1	3	623	13	613		0		0	0		0	0	0	0.2	0.2	0.2	0.2	0.2	0	0	0	1	1	1	1	1	0	0	0	0	0
6	2	2	1	621	3	603		0		0	0		0	0	0	0.2	0.2	0.2	0.2	0.2	-6	-3	3	1	1	0	0	0	3	3	0	0	0
6	2	2	1	621	7	607		0		0	0		0	0	0	0.2	0.2	0.2	0.2	0.2	4	-3	-7	0	0	0	0	1	0	0	0	0	-7
6	2	2	1	621	10	610		0		0	0		0	0	0	0.2	0.2	0.2	0.2	0.2	-1	-3	-2	0	0	0	1	0	0	0	0	-2	0
6	2	2	1	621	11	611		0		0	0		0	0	0	0.2	0.2	0.2	0.2	0.2	-4	-3	1	0	0	1	0	0	0	0	1	0	0
6	2	2	1	621	14	614		0		0	0		0	0	0	0.2	0.2	0.2	0.2	0.2	-6	-3	3	1	1	0	0	0	3	3	0	0	0
6	2	2	2	622	1	601		0		0	0		0	0	0	0.25	0.25	0.25	0.25	0	0	0	0	1	1	1	1	0	0	0	0	0	0
6	2	2	2	622	4	604		0		0	0		0	0	0	0.25	0.25	0.25	0.25	0	0	0	0	1	1	1	1	0	0	0	0	0	0
6	2	2	2	622	8	608		0		5	0		5	0	5	0	0	0	0	1	5	0	-5	0	0	0	0	1	0	0	0	0	-5
6	2	2	2	622	12	612		0		0	0		0	0	0	0.25	0.25	0.25	0.25	0	0	0	0	1	1	1	1	0	0	0	0	0	0
6	2	2	2	622	15	615		0		0	0		0	0	0	0.25	0.25	0.25	0.25	0	0	0	0	1	1	1	1	0	0	0	0	0	0
6	2	2	3	623	2	602		7		0	2		-7	-5	2	0.5	0.5	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0
6	2	2	3	623	5	605		7		0	2		-7	-5	2	0.5	0.5	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0
6	2	2	3	623	6	606		7		10	2		3	-5	8	0	0	0	0	1	0	0	0	1	1	1	1	1	0	0	0	0	0
6	2	2	3	623	9	609		7		4	2		-3	-5	2	0	0	0	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0
6	2	2	3	623	13	613		7		1	2		-6	-5	1	0	0	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0
6	3	1	1	631	3	603		0		0	0		0	0	0	0.25	0.25	0.25	0.25	0	0	0	0	1	1	1	1	1	0	0	0	0	0
6	3	1	1	631	6	606		0		10	0		10	0	10	0	0	0	0	1	3	-5	-8	0	0	0	0	1	0	0	0	0	-8
6	3	1	1	631	9	609		0		0	0		0	0	0	0.25	0.25	0.25	0.25	0	-3	-5	-2	0	0	0	1	0	0	0	0	-2	0
6	3	1	1	631	12	612		0		0	0		0	0	0	0.25	0.25	0.25	0.25	0	0	0	0	1	1	1	1	0	0	0	0	0	0
6	3	1	1	631	15	615		0		0	0		0	0	0	0.25	0.25	0.25	0.25	0	0	0	0	1	1	1	1	0	0	0	0	0	0
6	3	1	2	632	2	602		7		0	2		-7	-5	2	0.3333333	0.3333333	0.3333333	0	0	-7	-5	2	1	1	0	0	0	2	2	0	0	0
6	3	1	2	632	5	605		7		0	2		-7	-5	2	0.3333333	0.3333333	0.3333333	0	0	-7	-5	2	1	1	0	0	0	2	2	0	0	0
6	3	1	2	632	8	608		7		10	2		3	-5	8	0	0	0	0	1	5	0	-5	0	0	0	0	1	0	0	0	0	-5
6	3	1	2	632	11	611		7		0	2		-7	-5	2	0.3333333	0.3333333	0.3333333	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0
6	3	1	2	632	14	614		7		3	2		-4	-5	1	0	0	0	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0
6	3	1	3	633	1	601		1		0	1		-1	0	1	0.3333333	0.3333333	0.3333333	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0
6	3	1	3	633	4	604		1		1	1		0	0	0	0	0	0	0.5	0.5	0	0	0	1	1	1	1	0	0	0	0	0	0
6	3	1	3	633	7	607		1		0	1		-1	0	1	0.3333333	0.3333333	0.3333333	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0
6	3	1	3	633	10	610		1		0	1		-1	0	1	0.3333333	0.3333333	0.3333333	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0
6	3	1	3	633	13	613		1		1	1		0	0	0	0	0	0	0.5	0.5	-6	-5	1	0	0	1	0	0	0	0	1	0	0
6	3	2	1	631	3	603		7		0	3		-7	-4	3	0.3333333	0.3333333	0.3333333	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0
6	3	2	1	631	6	606		7		10	3		3	-4	7	0	0	0	0	1	10	0	-10	0	0	0	0	1	0	0	0	0	-10
6	3	2	1	631	9	609		7		0	3		-7	-4	3	0.3333333	0.3333333	0.3333333	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0
6	3	2	1	631	12	612		7		0	3		-7	-4	3	0.3333333	0.3333333	0.3333333	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0
6	3	2	1	631	15	615		7		7	3		0	-4	4	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0
6	3	2	2	632	2	602		1		0	0		-1	-1	0	0.3333333	0.3333333	0.3333333	0	0	-7	-5	2	1	1	1	0	0	2	2	2	0	0
6	3	2	2	632	5	605		1		0	0		-1	-1	0	0.3333333	0.3333333	0.3333333	0	0	-7	-5	2	1	1	1	0	0	2	2	2	0	0
6	3	2	2	632	8	608		1		10	0		9	-1	10	0	0	0	0	1	3	-5	-8	0	0	0	0	1	0	0	0	0	-8
6	3	2	2	632	11	611		1		0	0		-1	-1	0	0.3333333	0.3333333	0.3333333	0	0	-7	-5	2	1	1	1	0	0	2	2	2	0	0
6	3	2	2	632	14	614		1		1	0		0	-1	1	0	0	0	1	0	-4	-5	-1	0	0	0	1	0	0	0	0	-1	0
6	3	2	3	633	1	601		7		0	7		-7	0	7	0.5	0.5	0	0	0	-1	0	1	1	1	1	0	0	1	1	1	0	0
6	3	2	3	633	4	604		7		7	7		0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0
6	3	2	3	633	7	607		7		10	7		3	0	3	0	0	0	0	1	-1	0	1	1	1	1	0	0	1	1	1	0	0
6	3	2	3	633	10	610		7		0	7		-7	0	7	0.5	0.5	0	0	0	-1	0	1	1	1	1	0	0	1	1	1	0	0
6	3	2	3	633	13	613		7		1	7		-6	0	6	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
7	1	1	1	711	1	701	1	10	5	5	6	-5	-5	-4	1	0	1	0	0	0				1	1	1	1	1					
7	1	1	1	711	2	702	1	10	0	3	6	-10	-7	-4	3	1	0	0	0	0				1	1	1	1	1					
7	1	1	1	711	3	703	1	10	10	10	6	0	0	-4	4	0	0	0	0	1				1	1	1	1	1					
7	1	1	1	711	4	704	1	10	8	7	6	-2	-3	-4	1	0	0	1	0	0				1	1	1	1	1					
7	1	1	1	711	5	705	1	10	10	8	6	0	-2	-4	2	0	0	0	1	0				1	1	1	1	1					
7	1	1	2	712	6	706	2	7	4	6	7	-3	-1	0	1	0	0	0.5	0.5	0				1	1	1	1	1					
7	1	1	2	712	7	707	2	7	0	0	7	-7	-7	0	7	1	0	0	0	0				1	1	1	1	1					
7	1	1	2	712	8	708	2	7	7	6	7	0	-1	0	1	0	0	0.5	0.5	0				1	1	1	1	1					
7	1	1	2	712	9	709	2	7	7	7	7	0	0	0	0	0	0	0	0	1				1	1	1	1	1					
7	1	1	2	712	10	710	2	7	5	5	7	-2	-2	0	2	0	1	0	0	0				1	1	1	1	1					
7	1	1	3	713	11	711	3	5	5	5	0	0	0	-5	5	0	0	0	0	1				1	1	1	1	1					
7	1	1	3	713	12	712	3	5	2	4	0	-3	-1	-5	4	0	0	0	1	0				1	1	1	1	1					
7	1	1	3	713	13	713	3	5	3	3	0	-2	-2	-5	3	0	0.5	0.5	0	0				1	1	1	1	1					
7	1	1	3	713	14	714	3	5	4	3	0	-1	-2	-5	3	0	0.5	0.5	0	0				1	1	1	1	1					
7	1	1	3	713	15	715	3	5	5	0	0	0	-5	-5	0	1	0	0	0	0				1	1	1	1	1					
7	1	2	1	711	1	701	2	6	3	2	3	-3	-4	-3	1	0.3333333	0.3333333	0.3333333	0	0	-5	-4	1	0	1	0	0	0	0	1	0	0	0
7	1	2	1	711	2	702	2	6	0	2	3	-6	-4	-3	1	0.3333333	0.3333333	0.3333333	0	0	-7	-4	3	1	0	0	0	0	3	0	0	0	0
7	1	2	1	711	3	703	2	6	2	2	3	-4	-4	-3	1	0.3333333	0.3333333	0.3333333	0	0	0	-4	-4	0	0	0	0	1	0	0	0	0	-4
7	1	2	1	711	4	704	2	6	5	5	3	-1	-1	-3	2	0	0	0	1	0	-3	-4	-1	0	0	1	0	0	0	0	-1	0	0
7	1	2	1	711	5	705	2	6	8	7	3	2	1	-3	4	0	0	0	0	1	-2	-4	-2	0	0	0	1	0	0	0	0	-2	0
7	1	2	2	712	6	706	3	5	3	4	4	-2	-1	-1	0	0	0.5	0.5	0	0	-1	0	1	0	0	1	1	0	0	0	1	1	0
7	1	2	2	712	7	707	3	5	3	3	4	-2	-2	-1	1	1	0	0	0	0	-7	0	7	1	0	0	0	0	7	0	0	0	0
7	1	2	2	712	8	708	3	5	5	4	4	0	-1	-1	0	0	0.5	0.5	0	0	-1	0	1	0	0	1	1	0	0	0	1	1	0
7	1	2	2	712	9	709	3	5	5	5	4	0	0	-1	1	0	0	0	0.5	0.5	0	0	0	0	0	0	0	1	0	0	0	0	0
7	1	2	2	712	10	710	3	5	5	5	4	0	0	-1	1	0	0	0	0.5	0.5	-2	0	2	0	1	0	0	0	0	2	0	0	0
7	1	2	3	713	11	711	4	7	6	4	0	-1	-3	-7	4	0	0	0	0	1	0	-5	-5	0	0	0	0	1	0	0	0	0	-5
7	1	2	3	713	12	712	4	7	2	0	0	-5	-7	-7	0	0.5	0.5	0	0	0	-1	-5	-4	0	0	0	1	0	0	0	0	-4	0
7	1	2	3	713	13	713	4	7	5	2	0	-2	-5	-7	2	0	0	1	0	0	-2	-5	-3	0	1	1	0	0	0	-3	-3	0	0
7	1	2	3	713	14	714	4	7	5	3	0	-2	-4	-7	3	0	0	0	1	0	-2	-5	-3	0	1	1	0	0	0	-3	-3	0	0
7	1	2	3	713	15	715	4	7	3	0	0	-4	-7	-7	0	0.5	0.5	0	0	0	-5	-5	0	1	0	0	0	0	0	0	0	0	0
7	2	1	1	721	3	703	3	6	2	2	2	-4	-4	-4	0	0.3333333	0.3333333	0.3333333	0	0	-4	-3	1	1	1	1	0	0	1	1	1	0	0
7	2	1	1	721	7	707	3	6	0	3	2	-6	-3	-4	1	0	0	0	1	0	-2	-1	1	1	0	0	0	0	1	0	0	0	0
7	2	1	1	721	10	710	3	6	6	5	2	0	-1	-4	3	0	0	0	0	1	0	-1	-1	0	0	0	1	1	0	0	0	-1	-1
7	2	1	1	721	11	711	3	6	3	2	2	-3	-4	-4	0	0.3333333	0.3333333	0.3333333	0	0	-3	-7	-4	0	0	0	0	1	0	0	0	0	-4
7	2	1	1	721	14	714	3	6	3	2	2	-3	-4	-4	0	0.3333333	0.3333333	0.3333333	0	0	-4	-7	-3	0	0	0	1	0	0	0	0	-3	0
7	2	1	2	722	1	701	4	7	4	4	4	-3	-3	-3	0	0	0	1	0	0	-4	-3	1	1	1	1	0	0	1	1	1	0	0
7	2	1	2	722	4	704	4	7	6	6	4	-1	-1	-3	2	0	0	0	0.5	0.5	-1	-3	-2	0	0	0	1	0	0	0	0	-2	0
7	2	1	2	722	8	708	4	7	7	6	4	0	-1	-3	2	0	0	0	0.5	0.5	-1	-1	0	0	1	1	0	0	0	0	0	0	0
7	2	1	2	722	12	712	4	7	3	3	4	-4	-4	-3	1	0	1	0	0	0	-7	-7	0	1	1	0	0	0	0	0	0	0	0
7	2	1	2	722	15	715	4	7	3	0	4	-4	-7	-3	4	1	0	0	0	0	-7	-7	0	1	1	0	0	0	0	0	0	0	0
7	2	1	3	723	2	702	5	2	0	0	0	-2	-2	-2	0	0.25	0.25	0.25	0.25	0	-4	-3	1	1	1	1	0	0	1	1	1	0	0
7	2	1	3	723	5	705	5	2	7	3	0	5	1	-2	3	0	0	0	0	1	1	-3	-4	0	0	0	0	1	0	0	0	0	-4
7	2	1	3	723	6	706	5	2	0	0	0	-2	-2	-2	0	0.25	0.25	0.25	0.25	0	-1	-1	0	0	1	1	0	0	0	0	0	0	0
7	2	1	3	723	9	709	5	2	0	0	0	-2	-2	-2	0	0.25	0.25	0.25	0.25	0	0	-1	-1	0	0	0	1	1	0	0	0	-1	-1
7	2	1	3	723	13	713	5	2	0	0	0	-2	-2	-2	0	0.25	0.25	0.25	0.25	0	-5	-7	-2	0	0	1	0	0	0	0	-2	0	0
7	2	2	1	721	3	703	4	7	3	3	3	-4	-4	-4	0	0	0.5	0.5	0	0	-4	-4	0	1	1	1	0	0	0	0	0	0	0
7	2	2	1	721	7	707	4	7	0	4	3	-7	-3	-4	1	0	0	0	1	0	-3	-4	-1	0	0	0	1	0	0	0	0	-1	0
7	2	2	1	721	10	710	4	7	5	5	3	-2	-2	-4	2	0	0	0	0	1	-1	-4	-3	0	0	0	0	1	0	0	0	0	-3
7	2	2	1	721	11	711	4	7	3	3	3	-4	-4	-4	0	0	0.5	0.5	0	0	-4	-4	0	1	1	1	0	0	0	0	0	0	0
7	2	2	1	721	14	714	4	7	2	2	3	-5	-5	-4	1	1	0	0	0	0	-4	-4	0	1	1	1	0	0	0	0	0	0	0
7	2	2	2	722	1	701	5	2	0	0	0	-2	-2	-2	0	0.2	0.2	0.2	0.2	0.2	-3	-3	0	0	0	1	0	0	0	0	0	0	0
7	2	2	2	722	4	704	5	2	0	0	0	-2	-2	-2	0	0.2	0.2	0.2	0.2	0.2	-1	-3	-2	0	0	0	1	1	0	0	0	-2	-2
7	2	2	2	722	8	708	5	2	0	0	0	-2	-2	-2	0	0.2	0.2	0.2	0.2	0.2	-1	-3	-2	0	0	0	1	1	0	0	0	-2	-2
7	2	2	2	722	12	712	5	2	1	0	0	-1	-2	-2	0	0.2	0.2	0.2	0.2	0.2	-4	-3	1	0	1	0	0	0	0	1	0	0	0
7	2	2	2	722	15	715	5	2	0	0	0	-2	-2	-2	0	0.2	0.2	0.2	0.2	0.2	-7	-3	4	1	0	0	0	0	4	0	0	0	0
7	2	2	3	723	2	702	6	10	0	2	10	-10	-8	0	8	1	0	0	0	0	-2	-2	0	1	1	1	1	0	0	0	0	0	0
7	2	2	3	723	5	705	6	10	10	10	10	0	0	0	0	0	0.25	0.25	0.25	0.25	1	-2	-3	0	0	0	0	1	0	0	0	0	-3
7	2	2	3	723	6	706	6	10	10	10	10	0	0	0	0	0	0.25	0.25	0.25	0.25	-2	-2	0	1	1	1	1	0	0	0	0	0	0
7	2	2	3	723	9	709	6	10	10	10	10	0	0	0	0	0	0.25	0.25	0.25	0.25	-2	-2	0	1	1	1	1	0	0	0	0	0	0
7	2	2	3	723	13	713	6	10	10	10	10	0	0	0	0	0	0.25	0.25	0.25	0.25	-2	-2	0	1	1	1	1	0	0	0	0	0	0
7	3	1	1	731	3	703	5	2	0	0	0	-2	-2	-2	0	0.2	0.2	0.2	0.2	0.2	-4	-4	0	0	1	1	0	0	0	0	0	0	0
7	3	1	1	731	6	706	5	2	0	0	0	-2	-2	-2	0	0.2	0.2	0.2	0.2	0.2	0	0	0	0	1	1	1	1	0	0	0	0	0
7	3	1	1	731	9	709	5	2	0	0	0	-2	-2	-2	0	0.2	0.2	0.2	0.2	0.2	0	0	0	0	1	1	1	1	0	0	0	0	0
7	3	1	1	731	12	712	5	2	0	0	0	-2	-2	-2	0	0.2	0.2	0.2	0.2	0.2	-2	-2	0	1	1	1	1	1	0	0	0	0	0
7	3	1	1	731	15	715	5	2	0	0	0	-2	-2	-2	0	0.2	0.2	0.2	0.2	0.2	-2	-2	0	1	1	1	1	1	0	0	0	0	0
7	3	1	2	732	2	702	6	10	0	4	10	-10	-6	0	6	1	0	0	0	0	-8	0	8	1	0	0	0	0	8	0	0	0	0
7	3	1	2	732	5	705	6	10	10	10	10	0	0	0	0	0	0.25	0.25	0.25	0.25	0	0	0	0	1	1	1	1	0	0	0	0	0
7	3	1	2	732	8	708	6	10	10	10	10	0	0	0	0	0	0.25	0.25	0.25	0.25	-2	-2	0	1	1	1	1	1	0	0	0	0	0
7	3	1	2	732	11	711	6	10	10	10	10	0	0	0	0	0	0.25	0.25	0.25	0.25	-4	-4	0	0	1	1	0	0	0	0	0	0	0
7	3	1	2	732	14	714	6	10	10	10	10	0	0	0	0	0	0.25	0.25	0.25	0.25	-5	-4	1	1	0	0	0	0	1	0	0	0	0
7	3	1	3	733	1	701	1	10	5	5	7	-5	-5	-3	2	0.5	0.5	0	0	0	-2	-2	0	1	1	1	1	1	0	0	0	0	0
7	3	1	3	733	4	704	1	10	10	8	7	0	-2	-3	1	0	0	1	0	0	-2	-2	0	1	1	1	1	1	0	0	0	0	0
7	3	1	3	733	7	707	1	10	0	5	7	-10	-5	-3	2	0.5	0.5	0	0	0	-3	-4	-1	0	0	0	1	0	0	0	0	-1	0
7	3	1	3	733	10	710	1	10	10	10	7	0	0	-3	3	0	0	0	0.5	0.5	-2	-4	-2	0	0	0	0	1	0	0	0	0	-2
